macid
2639
2775
3315
2502
2499
3050
2445
911
3918
1258
480
1076
1390
3619
1290
2130
3874
2509
38
2185
1960
592
379
2391
761
48
3195
1315
2606
2756
988
1620
3441
3773
330
1473
2390
3257
1543
3678
1461
3959
2767
3953
2090
3524
921
3594
754
2435
2051
2570
288
1493
1690
1074
453
1302
404
2630
3008
2095
2554
3826
613
1432
3515
1407
3147
1369
2869
1150
862
2620
2158
1932
1975
1435
437
2800
588
2521
1877
2932
1635
655
3395
248
3784
2648
2183
3101
2828
1669
3291
394
2680
1795
897
3952
2847
793
807
1629
2751
3358
2544
3943
3073
893
703
1823
3616
398
3090
3589
3774
3335
3047
938
1793
178
158
3162
3129
3234
2677
220
773
3897
3177
221
3035
280
704
3920
917
1703
827
225
2131
1248
239
3753
3716
2941
3034
1209
2350
2067
1705
3440
558
1753
2562
1279
747
2238
879
2366
3343
1344
3267
315
2934
740
2211
3641
2287
226
3574
1874
139
3801
1829
2857
409
948
3585
2175
1208
3886
418
2235
2157
31
617
638
1906
824
2925
2484
3878
3900
1448
2959
3706
3930
498
3723
567
2522
1938
657
2152
3722
3471
3964
1045
143
1411
861
1998
3875
2766
2443
3593
9
2826
3288
1008
873
2623
1974
2376
2952
818
444
3478
2405
3259
3583
2388
2537
2851
208
3419
2160
3576
2181
2907
1191
1131
1805
2843
268
3115
3039
2355
3610
1214
1168
3649
3561
3077
809
3617
780
1190
174
887
3025
2892
2456
3103
685
1484
3322
146
2614
1292
2836
3089
3236
1485
3
1737
2036
3893
2575
3149
1584
1243
3792
2201
2918
1908
2501
1643
2009
3182
3642
3256
1059
1675
555
40
14
3643
3286
830
2899
26
1590
383
2224
577
207
2998
2304
2049
1687
2785
2946
522
3282
1321
1336
3837
176
2140
1764
2280
255
1476
132
2659
1142
3869
1992
3672
2316
2675
1160
2430
3971
2656
1102
3447
2418
295
2531
3621
2000
2979
23
1194
3243
142
730
2812
1760
3627
3480
2182
2126
162
1156
565
3768
2342
2209
574
1673
2155
1966
3742
259
97
1844
752
3692
2802
2228
1355
3366
1622
47
798
224
658
728
1757
696
1876
22
3718
434
2401
2904
1467
2875
537
3575
424
347
1964
1889
401
1930
2954
190
528
3389
3420
1274
586
346
1997
460
1596
3965
3713
1276
2477
3839
795
1674
1428
781
1892
2393
2765
1165
671
349
2628
2533
3984
2834
1995
491
2370
2258
2089
2850
2387
3614
1422
2679
3535
256
2821
3399
3950
59
1052
821
661
2615
3670
3749
1094
2047
863
1022
3919
804
3880
1172
584
3443
335
1291
89
1740
641
3254
3014
891
1536
568
872
2482
3779
2334
2349
1053
63
2202
1095
1694
281
1750
1712
3915
3654
1923
113
1962
2199
520
2582
3842
977
2928
1869
1386
2776
1253
2128
422
2762
3119
3097
2919
1495
459
2735
2473
1034
3653
1646
3970
792
1153
719
2694
2795
1836
1770
3340
1621
200
1036
1183
505
1385
3926
1109
3712
2594
3118
985
2080
1957
2583
702
865
2894
2236
1756
3666
3752
1179
3517
1616
642
3504
3339
3625
3124
1585
1602
899
1080
3850
130
3955
710
3424
2221
2988
2706
2466
3895
1901
880
2138
3238
402
264
2841
1423
957
246
2971
748
1815
1479
1713
92
1419
640
1405
3347
2311
2817
980
2819
3479
3352
797
2498
3581
2865
1589
2989
3985
903
3401
1462
3868
2493
1670
3499
3631
932
395
713
2696
1859
133
2523
1665
1502
3461
2560
1987
1433
3038
2811
720
623
1865
2513
2337
98
2119
3907
3683
183
776
3679
2745
3100
3439
1684
2600
3213
3630
2970
1541
1491
1896
1012
2624
3857
1697
2249
2951
2172
1965
2653
3216
3556
2347
2505
1610
1469
1035
650
3260
3533
853
2568
3463
2242
602
1021
1184
336
1180
820
201
439
914
1519
1158
992
1237
3714
3638
2384
3601
1976
1683
1611
2958
2253
927
509
156
1038
374
350
636
54
2031
2078
3191
3137
426
2359
3024
529
198
2245
212
2960
3932
3833
1931
3396
2062
1681
283
2768
465
3944
33
516
2895
1361
2905
3296
289
3502
3181
1149
2503
305
1239
3656
3931
1530
99
672
3265
3766
3223
1134
1040
373
3405
3007
3067
2782
1402
2860
1640
2619
3481
1728
1594
644
1424
3911
397
1268
3598
2685
270
1086
2270
1322
2655
2888
692
3667
285
822
284
3022
72
788
1627
1996
13
3386
639
3823
2602
3457
2068
3313
744
2490
2581
1119
243
1732
711
1271
3544
3185
1015
2398
2587
1198
3436
3245
2903
3131
1238
3669
2733
3161
3892
1700
3852
21
3830
1897
2778
1916
3941
2478
2592
134
1173
479
1749
564
1163
1591
859
1063
3233
675
0
391
487
1664
1660
556
2303
731
1254
3003
3011
2808
2272
3684
1871
3735
2786
553
1007
3835
3677
576
83
312
2638
192
2590
258
2796
241
2274
2386
2673
1540
597
575
3320
3197
2621
1069
3856
562
275
3066
3609
3464
3707
2050
2111
1359
3142
2464
1637
2162
1617
883
1157
3529
618
3201
2564
3565
1550
2838
1283
2344
1108
2923
451
1982
787
463
3636
1609
425
1272
2271
1597
1167
2734
2198
44
1089
2816
1286
1852
2524
2034
855
3651
1819
1323
2210
1752
799
3019
1557
55
2611
3111
3382
2164
351
2057
109
1527
1186
2518
3453
3738
3555
3307
321
2056
1100
2844
2546
3646
3680
1129
3665
1559
3020
1984
2688
526
2722
364
359
427
3572
1693
2022
1835
3963
2294
2121
1409
25
561
2457
3136
2421
3495
1685
674
2898
3180
3408
3207
2593
2146
2023
1561
1083
1337
723
1372
1205
1284
2195
456
2088
1692
3412
116
1824
3160
1607
3370
2489
2698
810
3198
2578
2426
1539
953
3688
968
322
1873
854
71
1380
717
1861
922
3157
956
3664
2312
2652
2589
1388
2727
3794
3582
103
115
2213
2555
3762
3410
1216
126
3733
3729
2556
2915
1862
2671
173
210
1392
2921
1229
2060
2362
2931
2208
2017
1937
666
637
952
660
271
3359
1718
3829
2301
1373
407
3237
1580
1827
670
3545
2725
331
3634
1545
1309
2670
1379
2758
2296
2243
1806
902
3306
1516
2481
2757
1343
1676
753
2868
1340
3074
1531
3217
141
2697
3657
1566
3553
2553
1934
1548
543
1488
1579
3820
324
3608
486
1968
399
1905
2007
3584
3961
2784
78
1480
583
3173
1560
1362
2529
3167
1807
3365
2780
2715
1296
1880
1000
1953
1056
152
1472
2977
2252
2519
539
3096
1097
1403
2771
2584
3764
3385
2184
2684
842
3568
3663
114
3949
3849
2926
2845
367
3126
1858
2738
2550
3982
2214
769
990
3043
1140
216
3246
3890
2833
967
1217
3687
2244
3700
3864
1104
614
348
392
2496
3278
448
1725
1985
3122
973
36
3114
1672
3845
267
2736
3028
2100
3848
206
2717
127
2535
2719
495
1070
408
1935
3854
643
1090
3659
1506
3824
1210
3860
3694
3394
2683
3018
343
2229
3511
779
1346
1269
1004
416
443
2804
3956
494
1414
2596
3004
90
633
1181
521
545
813
2116
3258
1363
229
3473
3211
3728
904
1266
1525
1634
1959
1652
582
3637
2902
3006
1032
845
1785
3001
2510
3647
1246
2423
1136
3520
3392
785
3285
2086
1866
1661
920
3881
3293
203
1952
96
3891
1875
3791
217
3172
1398
1714
2705
2798
153
1334
2024
695
560
3501
1475
1161
2634
928
2306
2567
104
2190
2367
1699
1839
64
1710
3482
504
45
3229
2354
1872
2431
1887
2052
3021
1659
2900
1503
3872
362
145
2748
1798
390
1920
378
1247
1514
3921
1002
125
599
1378
1252
2251
1803
2525
1618
3813
3194
3338
3496
3311
2940
908
238
3526
1612
3280
377
1489
3844
3673
506
646
1187
2101
664
3055
1164
2142
490
1130
2468
2779
1365
195
61
1295
1019
421
796
1103
665
906
2187
1816
3328
1542
1197
2526
964
2536
472
440
297
729
1310
682
2691
3929
2597
2846
1709
746
102
2595
3379
1864
852
1418
3269
954
3430
3183
106
1581
3858
2278
415
1107
2233
3701
3230
2676
1919
2289
775
900
881
1199
1447
3467
2551
18
3834
1459
1544
1124
1730
587
1512
1316
2363
3000
2048
3765
2982
481
1389
236
1357
2203
2545
3393
2497
2291
2267
2542
352
1735
1723
708
2011
530
2825
3954
3588
621
3972
688
3208
3896
2465
2716
3381
1955
2066
2810
227
2002
2167
1754
939
3310
2649
2246
3968
3165
436
41
1642
1326
2192
2265
1554
2180
2586
2635
1171
3534
3132
1193
3078
1947
419
2842
1576
2053
609
1842
1828
1101
3838
542
3800
1648
2200
2744
1739
984
223
2948
3986
2613
3371
612
105
1814
760
1498
3611
826
1202
209
446
791
3939
2310
3270
462
589
1956
3795
1601
2820
2440
3226
3036
648
3658
3743
2437
3383
2098
2239
1788
1853
3914
1054
532
801
1662
1078
3746
3596
3493
1639
1736
3870
2147
3012
3562
3426
406
756
2517
3057
2599
2063
3106
3863
3415
656
2911
680
3369
2240
737
496
2617
492
630
2813
3128
1033
2174
2171
1105
368
3827
620
140
1170
1628
386
604
1528
1328
700
2579
499
1417
2459
1352
1042
1547
1595
2033
2864
1281
5
771
860
2163
1678
1067
687
3782
2176
2259
2397
2532
1655
2687
667
2732
3859
1970
3554
1332
2268
1222
886
1249
3250
3888
2103
2827
1863
1267
1051
1797
3304
340
2681
3107
3442
1001
218
2712
732
3977
2492
2874
1400
3144
1573
3416
423
2247
2512
3193
2153
2425
2273
2601
1954
2993
2945
157
1293
2924
293
2231
3373
205
1434
1552
3032
554
2446
1918
1721
2232
2196
3591
3438
2631
3190
2870
1942
958
2295
2666
2407
2159
1201
800
1182
3846
2470
1482
2340
1973
2137
2829
2950
1152
778
19
2906
563
3413
3397
2929
3318
2618
1623
1719
2949
825
1317
512
187
600
1376
2585
3329
2410
1234
834
1741
2072
1654
2125
341
2872
923
3153
998
2901
699
3010
1245
3316
2145
2739
651
3273
2018
333
1261
1951
2622
1524
1024
2576
3865
1894
2102
475
1091
2486
3435
1429
3179
3787
3734
726
1667
960
299
2382
3219
3966
3909
2664
3023
3626
1397
2801
1613
313
2604
1706
1515
154
3049
3807
1262
1026
1251
1382
3885
540
1301
3979
1331
2947
1644
743
2969
2721
846
3558
1278
2873
247
3187
585
508
171
2460
384
1977
647
251
1325
1324
2837
3698
311
3450
1039
794
3780
32
2427
1868
1395
2549
1116
705
253
1744
871
3204
3414
2975
1846
1817
632
1925
2112
2884
1857
2809
1304
52
182
721
1689
2840
2494
892
2818
844
428
1772
1702
1917
3721
393
3797
912
578
1767
2777
1818
2612
3210
2133
345
1341
848
2378
240
2336
3455
3668
1784
1175
2118
3098
3156
1307
2483
3587
1426
941
1556
3877
308
1899
274
3030
244
3005
3324
2069
3140
3351
3427
2037
1478
2077
518
1010
3299
1520
1441
1394
3063
265
137
12
3527
590
2331
1967
1189
2603
691
1
1009
74
2566
3521
2420
3528
3133
3628
3655
1204
1425
2750
1513
1128
624
3469
3199
3736
1738
569
501
2968
417
366
3221
1113
2073
1949
1079
2461
3516
627
1510
172
581
1206
3756
511
2853
2282
969
2383
2462
144
2455
2299
2035
1277
2029
1207
1118
3760
3186
3560
1657
2395
279
2020
1299
82
634
1860
1188
3294
1843
603
3671
1688
1898
1123
3297
1722
716
3836
405
2997
150
1093
2114
3725
3164
1981
689
1308
838
2961
1988
849
3908
611
3905
3214
3158
982
3960
3470
1311
2700
1838
926
3372
736
734
1320
1030
2753
2463
2862
3817
3072
1578
1979
3080
961
3726
515
3029
1928
2760
3974
1483
1312
3912
2338
898
857
616
812
2297
1406
2324
1575
2511
2516
204
2219
763
2321
278
232
2234
2876
3139
919
1071
1831
2637
1766
1037
503
3650
1734
1804
1791
1679
1303
1166
1505
1356
929
3962
3059
1233
1263
828
185
3040
3354
1465
1972
2120
2644
525
1582
1978
186
2867
1486
2093
2552
3600
3740
684
774
3483
3889
970
3058
3805
1453
1273
136
466
1538
1726
2548
445
1969
3771
2339
1761
607
2298
3901
631
2793
3276
3812
3783
3409
3613
2039
2654
70
1224
909
2742
2432
66
2248
1994
1350
3079
189
2878
2910
438
323
429
2984
1219
3686
49
1989
3873
1023
1677
272
3319
2972
2343
573
1598
739
1061
2773
3675
3264
2044
2641
1443
2806
3418
1564
805
1031
2237
3811
2110
3448
3763
2514
3745
3570
1410
1890
1367
935
840
3942
1851
3867
1449
962
291
806
482
2193
287
46
1454
1845
1577
2385
1241
1656
571
2308
245
1496
1903
1082
1048
234
2428
3054
870
552
1068
1704
2070
2863
869
1065
3796
1466
191
2026
3883
1270
3110
3222
1758
2269
2983
1922
181
1477
3308
2752
2319
3406
2204
1777
570
1121
3624
535
2438
3042
974
1364
2814
3969
3629
1631
1456
533
3737
654
959
2373
676
943
1778
1882
693
354
856
766
2377
3224
1348
1213
2012
1993
2737
1927
2580
1329
2071
1913
1203
2707
2179
371
1708
971
3081
2371
411
1226
1565
24
993
2883
3432
307
3910
1314
